sno,avg_H_24R,avg_no_H_24R,percentage
1,38.25545781893003,26.226295973574228,0.45866796658881837
2,36.41117026748972,29.215839254042244,0.24628185248698437
3,35.45074588477365,33.24991922400043,0.0661904363119362
4,39.57950360082304,30.680878619452265,0.29003814042433823
5,33.106581790123485,29.234411383572557,0.13245248401774848
6,28.90271347736626,25.360822737928295,0.13965993043833316
7,37.104230967078195,25.575904948990825,0.4507494863262797
8,35.28088477366254,27.802287730984983,0.26899214607950567
9,41.4724794238683,33.484979531018006,0.23853978723359429
10,46.25622942386832,38.793501261480515,0.19237057547568723
11,42.51131687242799,32.70938857724248,0.2996671207117944
12,34.8803034979424,27.003770460388843,0.29168271331247786
13,47.90327932098765,42.23490410857669,0.13421068029037797
14,45.413035714285705,43.00675515018607,0.05595122337634023
16,36.649575617283936,30.223018994390372,0.21263781173172616
17,36.175730519480524,33.28243198431685,0.08693170428552324
18,28.018127705627712,24.402165154837846,0.14818203744813951
19,36.10163065843622,29.375119866427436,0.22898666703642814
21,32.569867424242425,29.38098562931952,0.10853556225631492
22,37.13868055555557,31.58191485522191,0.17594771329753214
23,48.71908820346319,45.216436876993605,0.07746411633446845
24,33.354999999999976,28.949771647394996,0.15216798274819474
25,46.19678755144032,40.91690082254027,0.1290392630614749
26,39.816381172839506,34.19233777773193,0.16448256424193045
27,39.8979788961039,34.58798086124402,0.15352148066005658
29,37.93704518779342,35.02712529429634,0.08307618364476291
30,35.86034207818932,30.972558854768184,0.1578101198012145
31,38.5794547325103,34.95390374078811,0.1037237791409117
32,33.54150977366255,33.38478362343947,0.004694538445743939
33,34.98326388888891,29.221640328534896,0.1971697514436858
34,37.00362012987012,30.756322841905913,0.20312237324587384
35,33.750957792207785,31.421700824029763,0.07412892705020989
36,33.01257973251028,30.35563436657866,0.08752725552844652
37,35.72261363636363,30.508905062134502,0.17089136970372684
38,32.14303403755867,29.820534219070403,0.07788256915273556
39,38.83295183982683,33.94392793892877,0.14403235564529518
40,46.58218106995886,42.09363975794697,0.1066322926176629
41,44.305627705627714,42.98416953249603,0.030742903434080746
42,36.538271604938274,33.77790565019522,0.08172105113115849
43,46.109292695473265,45.96743871335862,0.003085966633886488
44,48.434499458874456,43.3382529239766,0.11759233912445959
45,36.19852366255144,33.59839417312877,0.07738850482033438
46,31.344664502164505,27.702293386164282,0.1314826561550814
48,45.654669913419916,38.950804807947904,0.17211108059323307
49,35.04376028806582,30.07110365794974,0.16536328984391904
50,37.31847402597403,31.071058280170124,0.20106865010745606
51,34.4956195887446,31.52505420986177,0.09422871596374827
52,38.26209686147185,36.968515625,0.03499143026443468
53,33.85264069264071,33.264619741826145,0.017677068169674678
54,39.7402777777778,38.41109313988339,0.0346041866877846
55,35.25898538961037,32.858575508373214,0.07305276762912236
56,34.69625293427231,33.08708968602058,0.048634173132839874
57,35.742523148148145,30.58746480228785,0.16853499886903706
59,40.35186417748919,36.54331786616165,0.10422004715817482
60,34.53556277056276,33.69925386263955,0.02481683752797801
61,23.333289609053505,20.06635541267942,0.16280655501146915
62,37.56893192488262,36.91229268721047,0.017789175092330897
63,33.340488683127546,27.993552176139808,0.19100600285894329
64,35.88908450704226,32.91734070023543,0.0902789758707811
65,39.443433098591555,37.689809838674975,0.04652778210934668
66,39.95992798353908,35.411106725719094,0.12845747220083856
67,36.817165492957734,33.3979185811752,0.10237904207928102
68,39.008036971830975,37.79707095231769,0.03203862069208912
70,35.56946502057614,26.45020204311721,0.34477101394512477
71,42.91836676954732,35.11943756702687,0.22206873864753315
72,40.47362012987012,36.98247124202553,0.09440009741364642
73,40.698526015894444,36.65957841045837,0.11017441499774111
74,39.06655844155842,33.61366128389156,0.16222264845275913
75,39.019133230452695,35.54318083855797,0.09779519755654333
76,43.235909090909075,39.03475692783094,0.10762593375041113
77,34.65234825102879,31.378514512181702,0.10433361138163909
78,28.81806547619046,28.033604831206798,0.02798286733750362
79,27.290084388185658,26.795709152399056,0.01844979108314961
80,27.426059272300467,27.101006082124528,0.011994137383347564
81,38.80355046948356,35.20955363471811,0.10207447876367326
82,40.477808098591524,34.87607639680011,0.16061817384668237
83,38.54383658008656,30.208625348883576,0.27592156660352746
84,41.25509683098591,40.4047338991418,0.02104612132743613
85,43.87329989711935,32.32447837609305,0.35727789282959416
86,37.30912337662338,32.266654464048365,0.15627492209312735
87,28.59474279835389,23.09196283960293,0.23829849359161626
88,36.75560699588476,28.300440315129507,0.2987644922342461
89,46.20685739436619,40.835395749474706,0.131539355657171
90,41.47262323943662,37.77489897407662,0.09788839588684538
91,34.516336580086566,35.0133764121478,-0.014195712695928023
92,36.89482394366196,34.33727923818389,0.0744830330830062
93,48.45260545267487,42.882168354369455,0.12990101275365698
94,34.59963991769546,33.95410666041084,0.019011934660536734
95,39.13220070422535,39.28114037461078,-0.003791633057621151
96,40.447261904761916,37.73492975810741,0.071878552949254
97,31.53181417753788,30.346449923421925,0.039061051856384296
98,42.287407407407436,35.92591905041798,0.1770723902167074
100,35.722402597402585,32.96081912878788,0.08378382399491836
102,43.5160798122066,41.51694806777041,0.048152184528903665
103,46.51258509389672,42.640447884230795,0.09080901823964913
104,44.361054526748966,40.39837558605565,0.09809005642447459
105,37.37909624413145,35.95701976690465,0.039549342143636215
107,33.31584213615023,30.78221840902764,0.08230802905288803
108,42.609862423151895,39.6782581227437,0.07388440015031283
109,36.05404761904762,35.86526260134236,0.005263728856629041
110,43.139629329004336,39.84597636729132,0.08265961238727987
111,37.959867424242425,27.057287106259952,0.4029443260577318
112,41.32463721264368,39.02148130299587,0.05902276983705848
113,30.283343621399172,25.288412468033354,0.19751857336556122
114,36.45531099033817,35.90926766378838,0.015206195004094545
115,36.357279929577444,36.06903102927774,0.007991589795293656
116,29.072708333333324,27.088421286258978,0.07325222190341918
117,30.10295617816093,28.502777694112666,0.056141141794007886
118,40.67089439655174,39.08878833775084,0.04047467639903647
119,32.28500000000001,30.68452381545719,0.052159068661726725
120,33.65856220657276,31.716598037075002,0.0612286401974041
121,30.678928571428543,25.424902503654963,0.20664881869333762
122,41.32683982683983,36.449747474747475,0.13380318630386184
123,34.886971618357485,32.92485909931968,0.05959364968332833
124,40.334857804232804,34.92229388036206,0.15498878574280603
125,42.18986795774646,41.044029225525975,0.02791730621582996
126,35.15767746913583,31.25043555450148,0.12502999863217995
127,35.94088203463203,36.94714829213183,-0.02723528889275841
128,48.7254681069959,43.41294122600782,0.12237196400333855
129,38.922077922077925,35.24160021265285,0.10443560131255529
130,38.120566314553976,38.92376475437328,-0.020635168383321946
131,33.73194805194805,29.352997848551297,0.14918238423176514
132,35.84056841563787,30.44697536847605,0.17714708873007445
133,44.74411231884056,40.64249869168659,0.10091932728518363
134,32.71390700483092,31.499635486754883,0.03854874824143986
135,29.68062859195403,27.811986305692287,0.06718837934560924
136,40.87515445402299,38.803154818250704,0.05339771071391702
137,43.16745689655172,39.96933434592043,0.08001440611826736
138,44.17866255144032,40.57771495009072,0.08874200052365307
139,35.62361795774648,36.261608361180734,-0.017594101096664032
140,32.25274354460093,29.814732150768336,0.08177203744457479
141,38.23435442386831,36.90677299022438,0.03597121411822077
142,33.32426954732512,30.027130002956042,0.1098053508292165
143,20.124187242798346,17.81220124051312,0.12979788242155665
144,31.386607510288066,31.291925029560574,0.003025779993977628
145,42.00777582159623,41.56290544859626,0.01070354365746096
146,49.16900966183575,48.11909213174094,0.02181914669587561
147,40.57479663367824,40.46795413521497,0.002640175436254611
148,29.13429347826087,24.883637703100074,0.17082131744070664
149,47.54692887931035,43.4972013872156,0.09310317360521088
150,39.7722170781893,32.53941071330364,0.22227834513083394
151,39.245967078189295,37.60989548960568,0.0435010937224163
152,52.426385140200935,47.990988403894555,0.09242145002261383
154,36.60894868046183,33.892955229187194,0.08013445369130086
155,32.19511904761904,28.292271747076025,0.13794746973425231
156,43.42111742424243,39.848550297381735,0.08965362855610419
157,42.05773538961039,36.3689472105928,0.1564188302201027
158,40.666739718614714,37.95753684875066,0.07137456997432196
159,31.480887445887433,29.014638315723,0.08500016796101069
161,41.42692528735632,39.17086074202838,0.057595480481931124
162,40.12306818181818,36.53467386862043,0.09821886808410275
163,45.01709104938271,41.223331004578455,0.09202943945463551
164,36.3800790229885,34.545004403176,0.05312127329310116
165,38.977866379310335,37.20342009167784,0.047695783969856714
166,36.71039094650208,35.26440286771985,0.041004184423773404
167,33.79304318488529,32.92278429602888,0.026433332036299925
169,33.36284037558685,32.585672459241565,0.023849988589843364
170,43.472402597402606,39.793455940988835,0.09245104677184648
171,41.71744598765433,38.33445534634001,0.08824934672346438
172,29.165771604938254,25.110990820752892,0.16147434456605755
173,46.53918019480519,41.69275007476077,0.11624155545878159
174,37.095496453900715,30.00032585682148,0.23650311769750107
175,38.67325216450216,35.320238636363634,0.09493179144850003
176,44.053062770562775,36.09960524654439,0.22031979213345335
177,43.183292097765815,40.98884832075263,0.05353758075466928
178,42.71211182336182,40.392308691609244,0.057431803402573894
179,47.20782664609055,41.848136686740354,0.1280747575327153
180,32.5602002164502,29.671754552099973,0.09734664188052877
181,26.841213991769553,23.29222260318704,0.1523680865087092
182,34.2993632629108,30.650936946216536,0.11903147767052574
183,40.06281983568074,37.57254935001647,0.06627898635425378
184,43.47293019480518,40.034516912546536,0.08588621887881627
186,33.184322183098594,28.851983755158106,0.1501573848337538
187,38.331265432098775,29.558767366839916,0.29678159296656464
188,32.49951267056531,32.31709427305545,0.005644641067311198
189,43.98131493506494,43.23573388490162,0.017244556369694963
191,45.16659902597402,35.611118661948446,0.26832856487139495
192,41.9545292207792,37.70951706206804,0.11257137426936754
193,44.48170010288066,43.496389055023904,0.022652709092939045
194,41.51515151515151,32.718112041467315,0.2688736887548623
195,38.08885269953052,34.272761132629576,0.11134473677604612
196,33.3576920995671,33.23664626528441,0.003641938880251035
197,43.30813271604936,37.87898950943189,0.14332861770944572
201,39.111764069264105,37.338152237838926,0.04750132840338518
202,40.14378985507247,36.75773287487209,0.09211822153795339
203,40.81499413145539,39.60314493620414,0.03059982224147593
204,37.694682971014515,37.330849445835824,0.009746189293297104
205,43.10369598765434,39.71547895011825,0.08531225424202013
206,40.59772376543211,39.284029029519345,0.033440936898952174
207,37.67582133753188,38.79469437151295,-0.028840877653689315
208,40.83872946009391,38.44720230184047,0.06220289162987956
209,39.24472341954025,39.225979914632866,0.00047783394954505645
210,46.24796266233766,41.45503736376927,0.11561744008358549
211,50.19480519480519,42.17224880382776,0.1902330707640438
212,40.38906926406926,36.380725013290814,0.11017769022783627
213,46.16447161835747,41.42197265625,0.1144923493012806
214,40.00198302469134,33.177741657729754,0.20568733813658094
215,39.74126760563381,31.54699072491835,0.2597482895331428
216,32.27563582251082,32.21880775684476,0.0017638165289957871
217,27.900432900432907,28.33934742158426,-0.01548781327325345
218,37.64258230452676,35.450486520719885,0.06183542170925227
219,33.50390845070422,32.22062658223843,0.03982796129648203
220,37.11777875586853,37.39130050505049,-0.0073151172996781645
221,45.01157407407407,38.96642597137434,0.15513735098878803
222,34.52556277056278,34.223478443979275,0.008826815400368745
223,44.344468390804586,40.56240892453501,0.09324050436220309
224,30.117989953516254,31.464247620610454,-0.04278690160740861
225,48.03369341563785,45.32608798396854,0.05973613766595001
226,38.250129870129854,36.511087893740026,0.04763051655571166
227,41.0822510822511,36.091770916400804,0.13827196724177704
228,41.39906893004113,38.214379872339556,0.08333745224547597
229,34.13751333333334,33.70476245008223,0.012839458040745048
230,44.50539502164502,42.24505142709995,0.053505523562815994
231,34.794372294372295,29.670251030037214,0.17270232257716944
232,38.52645833333335,31.95000625342653,0.20583570556270298
233,34.92516304347825,31.98095397237801,0.09206132730259255
234,48.59531099033814,41.6013680674965,0.16811809918111964
235,36.103413065843604,30.291020407111066,0.19188500686388335
236,48.64228623188405,46.091568078921654,0.05534023378408071
237,47.286127976190464,41.3839952703834,0.14261872656918034
238,30.662356601731606,27.7473026897262,0.1050571994186931
241,45.43869598765433,40.727811864103835,0.11566749864366055
242,38.492753623188406,36.427584060754675,0.05669246576960466
243,35.287476195831466,35.84404304780659,-0.015527457414131886
244,38.44168019480522,32.15384408227005,0.19555472423287487
245,30.61248106060607,26.150579670055834,0.17062342199853456
246,29.558982683982695,28.797336024720867,0.02644851102226949
247,47.403598251028804,39.97536109449759,0.18582038918852117
248,37.89015174897118,32.97733773812211,0.1489754585364788
249,41.77292546948359,36.87921308954202,0.13269568328531656
250,39.55201298701298,32.25912313098085,0.22607216651305123
251,52.2309986504723,47.46921316048574,0.10031313293287036
252,37.226697530864215,34.51466544987077,0.0785762239223327
253,50.57987016908212,47.93424850634221,0.05519272222218878
254,35.565931159420295,32.82058766070439,0.08364699398733996
255,46.55691100823045,40.15287780825495,0.15949126313080625
256,43.16776871980678,39.809003213155385,0.08437200722326672
257,40.369366197183076,38.888522086466146,0.038079207726752065
258,38.07511737089202,37.846662505379605,0.006036327918741719
259,35.09892857142857,29.77453285320308,0.17882382049371784
260,42.73540854978357,38.1664189842504,0.11971229387327623
261,42.18697016460902,37.68455918646537,0.11947628087847496
262,39.09741769547324,39.13695507135786,-0.0010102312715062408
263,38.923049516908215,35.954672742536395,0.08255885947364118
265,39.87734057971016,36.93191187483208,0.07975294414382297
266,35.4446212121212,31.398091947434903,0.12887819016075214
267,40.78613683127572,34.17514818958644,0.1934443299269651
268,46.39792207792206,39.549998438330675,0.1731459901387653
269,38.53090097402595,33.40307936270601,0.1535134397532542
270,51.94732789855072,48.417767596815175,0.07289803881762841
271,38.574393939393936,36.4544714330808,0.0581526057840302
272,37.17286522633743,35.56276168845899,0.0452749860087766
273,52.61803140096619,49.21907080156002,0.06905779698909786
274,50.735865800865824,45.97926548378522,0.10345098528722776
275,43.39122065727702,35.00577782840941,0.23954453661824626
276,46.78419495884773,39.71771898889072,0.17791746731310393
277,39.73196302816901,38.427588075301884,0.03394371122931533
278,36.22154491341995,34.38177653176502,0.0535099860228334
279,40.00722673160175,34.814047979797984,0.14916905827260535
280,47.14341842855002,44.300641341209904,0.0641701113409316
281,31.494172077922066,28.459498587852202,0.10663130556225607
282,45.83936471193415,37.94611882493261,0.20801194249714045
283,41.354608695652175,40.60305572704978,0.01850976373932644
284,37.13363224637681,37.85825494355565,-0.019140414640326283
285,46.54342723004692,43.39616797676007,0.07252389784674779
286,26.861820887445884,26.22904117656832,0.024125156029068156
287,38.45170454545453,35.955170537612986,0.06943463125087677
288,37.86918133802816,33.892818283081446,0.11732169988742512
289,44.44151995305164,40.50135057498545,0.09728488858096808
290,42.39398268398268,39.543131886297225,0.0720947143459153
291,39.58179012345679,32.55313857724251,0.2159131762222131
292,40.34786522633743,35.75472066971898,0.1284626049535449
293,39.12411971830988,36.916480358092215,0.059800916523011394
294,39.64045454545454,34.142805605396056,0.16101924966557563
295,46.30913065843618,41.27317527016994,0.1220152158224172
296,46.466635802469156,40.10346897686024,0.15866873833982967
297,45.0231132629108,41.339292612845234,0.08911184534688676
298,41.112822769953056,40.09418059827597,0.02540623493178179
299,30.97026115023473,31.211291866028713,-0.007722548519573697
300,35.948387345678995,28.200463044120887,0.2747445774005956
301,41.47337391774893,39.10856406997605,0.060467826012266336
302,29.45955086580087,26.961905236576282,0.09263609553216237
303,46.25601190476187,45.83874899488304,0.009102842442873127
304,42.06832521645019,40.310416625132916,0.043609288578308716
305,43.228319805194815,38.45841301169594,0.12402765532858198
307,36.370897633744846,29.41547386294893,0.23645458860198112
308,42.1254526748971,38.55255195443547,0.09267611453281663
309,34.720830627705645,33.064307482721965,0.050100040530088534
310,37.21331168831168,32.41132240164804,0.1481577711380102
312,42.46297325102882,32.774604850684675,0.2956059560285363
314,35.21690476190474,30.749907653841042,0.14526863489639516
315,40.31083590534978,36.41651166267942,0.10693842064673541
316,34.69869318181816,31.047666226408808,0.11759424778612912
317,40.0645129107981,38.38702801827804,0.043699264546380776
318,33.36854707792209,32.73801005116959,0.01926009020606226
319,37.072077922077916,34.80259096723817,0.06521028727361586
320,33.27244084362138,26.61822231789308,0.24998733748103308
321,41.815997652582176,40.755167131844786,0.026029350273685692
322,39.67887445887448,38.63288587353801,0.027075082839020694
323,35.67577651515155,36.16336572135831,-0.013482959798700104
324,43.81813352826512,40.99294046056231,0.06891901473671594
325,47.79085497835498,40.61745539274322,0.17660878841990119
326,44.38611111111114,36.669137243579186,0.21044874375611897
327,37.547652582159635,36.11557742209059,0.039652561644856844
328,35.77074134199133,33.88902482057419,0.055525838568088286
329,35.757283549783565,32.40059829379319,0.10359948373649015
330,40.853060747663555,38.56391290838068,0.05935984361134163
331,35.643241341991335,32.05333243620411,0.11199799312387371
332,33.297021713615024,32.223861816789466,0.03330326771282312
333,43.77569444444444,38.00850150208985,0.15173428876267298
334,35.69438014403292,30.523527951933126,0.16940545667730758
335,35.60079475308642,33.98266587437442,0.047616301931514886
336,34.37514377934273,32.95960910799725,0.04294755640782201
337,46.419696502057604,40.5530389477809,0.14466628658412134
338,43.049902263374506,37.94766354561951,0.13445462094448157
339,37.25990065976907,33.18424379170768,0.12281903705998715
340,34.426571502057584,31.358342167134147,0.0978441181160134
341,47.27229166666665,44.10754316655454,0.07175073180026602
342,44.00369612068967,41.62694584523773,0.05709643662757086
343,50.87442386831275,46.87505647445418,0.0853197349434263
344,40.96883658008658,33.46812230030568,0.22411518078241258
345,34.298415492957744,30.881660195311508,0.1106402724476896
347,39.641963028168995,37.293761629452405,0.06296499189457251
348,38.93629599567098,35.668028525385424,0.09163016868060109
349,40.824542472634576,37.59130579258289,0.08601022528697679
350,39.67981995884775,33.28639806928176,0.1920731067464503
351,41.40020539906101,39.39028385357332,0.05102582030023513
352,32.197209507042245,31.050819021986776,0.03691981471547408
353,43.64631748826292,40.81958019259006,0.06924954353611894
354,33.20472943722943,29.78974022295324,0.11463642142286667
355,41.147160493827165,39.501675517653844,0.04165608052341809
356,43.75577651515154,39.392439244417844,0.11076585645434503
357,45.16358796296298,39.89400421238247,0.13208961734016444
358,50.67906385281387,42.991970859914936,0.17880299132939406
359,38.526342592592606,35.04783247917009,0.09925036349936596
360,33.73977272727274,31.143069801634763,0.0833797998134939
361,38.120945048309196,35.80020424485395,0.06482479227164845
362,32.021751760563376,28.23375515018608,0.13416552598928128
363,34.55178240740737,28.53400493421051,0.21089845211255004
364,46.25149434156378,40.97750086791234,0.12870461501914743
365,41.239493534482776,39.31922253106604,0.048837969822509444
366,40.054864718614716,34.37734988038275,0.16515277815151794
367,40.82140804597702,39.57236891587208,0.03156341569442821
368,35.10839975845411,34.49936275792464,0.017653572467496596
369,34.72521862139919,32.565127462808675,0.06633142035318214
370,40.0380134976526,37.363630129616986,0.07157718237649807
371,36.6118368544601,35.704128423963965,0.025423066478970496
372,42.03912852112676,38.38046822390571,0.09532609857381094
373,34.29291666666666,29.381219082270043,0.1671713338593415
374,29.83598755411255,29.357082909688987,0.01631308689275474
375,33.04420289855073,34.048717634818566,-0.029502278089927517
376,31.0148106060606,29.489147062732602,0.051736441887669245
377,42.62625541125542,38.43764513556617,0.10897156318802549
379,41.305203189300386,37.44144193752406,0.10319477701268864
380,36.04613095238095,34.096321180555556,0.0571853415358291
381,32.54958603896105,30.519621270268484,0.06651343248056993
384,35.66836580086579,32.49903296119087,0.09752083526484068
385,38.97119341563787,35.91010275738328,0.08524316064857872
386,39.92954274891776,37.29948600312334,0.07051187637208156
388,45.942623456790116,42.27707361443382,0.0867030172378072
389,42.427183641975304,38.484035843920154,0.10246190950573349
390,43.70318247126436,42.431337991807524,0.029974178040353128
391,44.4401311728395,40.78925749670018,0.08950576451249873
392,33.74907150205761,27.885450773043505,0.210275271385693
393,43.32281385281386,42.965741020401374,0.008310640615809136
394,45.0231121399177,38.56098834591378,0.16758190262228326
395,45.739642489711926,41.46985157839741,0.10296132609113912
396,39.116536796536785,36.73576914706272,0.06480788900712114
397,41.65156376518221,40.04649245159174,0.04008019717408919
398,35.67234601449273,34.922648641534586,0.021467368659618426
399,40.210595657277,34.98150468500798,0.14948159089651886
400,36.656983024691364,30.570342430085766,0.1991027941059449
401,45.121904761904766,40.86888450292399,0.104064994939524
402,31.36589826839828,32.53517237340512,-0.035938770865791565
403,34.82722132034634,33.38470314992026,0.043208956028399546
404,44.76962550607285,42.03429083251289,0.06507388656701736
